account_id,snapshot_date,usage_count_last_1m,usage_duration_last_1m,error_count_last_1m,active_features_last_1m,usage_count_last_3m,usage_duration_last_3m,error_count_last_3m,active_features_last_3m,usage_count_last_6m,usage_duration_last_6m,error_count_last_6m,active_features_last_6m,usage_trend_3m,usage_trend_pct_3m,error_trend_3m,active_features_drop_3m
A-3a5ad8,2024-03-31,11,1892,1,1,57,13415,6,6,136,41088,6,13,-12.0,-0.20689655172413793,-1.5,-5
A-3a5ad8,2024-04-30,10,340,0,1,46,5724,3,5,127,37981,6,12,-8.0,-0.1702127659574468,-1.5,-4
A-3a5ad8,2024-05-31,6,510,1,1,27,2742,2,2,87,20181,7,9,-4.5,-0.16071428571428573,0.5,-1
A-3a5ad8,2024-06-30,9,2178,0,1,25,3028,1,2,82,16443,7,8,1.0,0.038461538461538464,-0.5,-1
A-3a5ad8,2024-07-31,49,11633,2,4,64,14321,3,6,110,20045,6,9,41.5,0.6384615384615384,1.5,-2
A-3a5ad8,2024-08-31,28,5106,6,3,86,18917,8,7,113,21659,10,9,-1.0,-0.011494252873563218,5.0,-4
A-3a5ad8,2024-09-30,11,1089,0,1,88,17828,8,7,113,20856,9,9,-27.5,-0.3089887640449438,-4.0,-6
A-3a5ad8,2024-10-31,13,2301,0,1,52,8496,6,5,116,22817,9,10,-6.5,-0.12264150943396226,-3.0,-4
A-3a5ad8,2024-12-31,35,8910,1,4,48,11211,1,5,136,29039,9,10,28.5,0.5816326530612245,1.0,-1
A-3b37d9,2023-05-31,52,6180,0,2,128,43112,2,5,182,59684,4,8,14.0,0.10852713178294573,-1.0,-3
A-3b37d9,2023-07-31,44,15316,0,2,96,21496,0,4,226,75000,4,9,18.0,0.18556701030927836,0.0,-2
A-3b37d9,2023-08-31,38,12874,8,2,82,28190,8,2,210,71302,10,7,16.0,0.1927710843373494,8.0,0
A-3b37d9,2023-09-30,50,10680,4,3,132,38870,12,5,198,49810,12,8,9.0,0.06766917293233082,0.0,-2
A-3b37d9,2023-10-31,40,9784,0,2,128,33338,12,6,224,54834,12,8,-4.0,-0.031007751937984496,-6.0,-4
A-3b37d9,2023-11-30,64,13422,8,3,154,33886,12,7,236,62076,20,9,19.0,0.12258064516129032,6.0,-4
A-3b37d9,2023-12-31,7,217,3,1,59,11820,7,6,125,31255,13,10,-19.0,-0.31666666666666665,1.0,-5
A-3b37d9,2024-01-31,54,12525,1,5,93,19453,8,8,157,36122,14,12,34.5,0.3670212765957447,-2.5,-3
A-3b37d9,2024-02-29,26,7898,0,2,87,20640,4,8,164,37583,10,12,-4.5,-0.05113636363636364,-2.0,-6
A-3b37d9,2024-03-31,24,7414,1,2,104,27837,2,9,163,39657,9,12,-16.0,-0.1523809523809524,0.5,-7
A-3b37d9,2024-04-30,28,9592,0,2,78,24904,1,5,171,44357,9,13,3.0,0.0379746835443038,-0.5,-3
A-3b37d9,2024-05-31,19,943,1,2,71,17949,2,5,158,38589,6,11,-7.0,-0.09722222222222222,0.5,-3
A-3b37d9,2024-07-31,6,750,0,1,25,1693,1,3,103,26597,2,7,-3.5,-0.1346153846153846,-0.5,-2
A-3b37d9,2024-08-31,13,6099,3,2,19,6849,3,3,90,24798,5,8,10.0,0.5,3.0,-1
A-3b5cd1,2023-11-30,87,32403,0,4,219,68172,6,7,219,68172,6,7,21.0,0.09545454545454546,-3.0,-3
A-3b5cd1,2023-12-31,165,78720,9,4,252,111123,9,8,384,146892,15,10,121.5,0.48023715415019763,9.0,-4
A-3b5cd1,2024-01-31,14,6692,0,1,182,80774,6,8,270,104620,10,10,-70.0,-0.3825136612021858,-3.0,-7
A-3b5cd1,2024-02-29,86,14894,0,4,210,74066,6,9,356,119514,10,13,24.0,0.11374407582938388,-3.0,-5
A-3b5cd1,2024-03-31,18,9648,0,1,118,31234,0,6,286,105316,6,11,-32.0,-0.2689075630252101,0.0,-5
A-3b5cd1,2024-04-30,50,18112,8,2,154,42654,8,7,336,123428,14,13,-2.0,-0.012903225806451613,8.0,-5
A-3b5cd1,2024-05-31,78,27240,8,4,146,55000,16,7,356,129066,22,14,44.0,0.29931972789115646,4.0,-3
A-3b5cd1,2024-07-31,8,2256,0,1,47,15876,4,5,124,37203,8,11,-11.5,-0.23958333333333334,-2.0,-4
A-3be56b,2023-12-31,24,5736,0,1,98,33786,0,6,172,51992,4,10,-13.0,-0.13131313131313133,0.0,-5
A-3be56b,2024-01-31,8,2976,2,1,42,14659,2,4,84,23752,4,9,-9.0,-0.20930232558139536,2.0,-3
A-3be56b,2024-02-29,10,2500,4,1,30,8344,6,3,76,24952,8,8,0.0,0.0,3.0,-2
A-3be56b,2024-03-31,53,18022,3,5,71,23498,9,5,120,40391,9,10,44.0,0.6111111111111112,0.0,0
A-3c1a3f,2023-09-30,19,2281,0,2,95,30246,3,7,156,54990,5,11,-19.0,-0.19791666666666666,-1.5,-5
A-3c1a3f,2023-10-31,6,1104,0,1,46,8382,3,5,124,37520,4,10,-14.0,-0.2978723404255319,-1.5,-4
A-3c1a3f,2023-11-30,20,9512,0,2,45,12897,0,4,131,42092,3,10,7.5,0.16304347826086957,0.0,-2
A-3c1a3f,2023-12-31,38,9162,1,5,64,19778,1,8,159,50024,4,14,25.0,0.38461538461538464,1.0,-3
A-3c1a3f,2024-02-29,19,8023,0,2,57,17185,1,7,102,30082,1,11,0.0,0.0,-0.5,-5
A-3c1a3f,2024-03-31,34,8222,6,5,53,16245,6,7,117,36023,7,14,24.5,0.4537037037037037,6.0,-2
A-3c1a3f,2024-04-30,18,5931,0,2,71,22176,6,8,129,40850,7,15,-8.5,-0.11805555555555555,-3.0,-6
A-3c1a3f,2024-06-30,26,14918,2,2,44,20849,2,3,97,37094,8,9,17.0,0.37777777777777777,2.0,-1
A-3c1a3f,2024-07-31,15,3132,3,2,41,18050,5,4,112,40226,11,10,2.0,0.047619047619047616,2.0,-2
A-3c1a3f,2024-08-31,3,330,1,1,44,18380,6,5,96,32533,12,11,-17.5,-0.3888888888888889,-1.5,-4
A-3c1a3f,2024-09-30,38,6914,3,3,56,10376,7,6,100,31225,9,8,29.0,0.5087719298245614,1.0,-3
A-3c1a3f,2024-10-31,38,9166,1,3,79,16410,5,6,120,34460,10,9,17.5,0.21875,-1.0,-3
A-3c1a3f,2024-11-30,36,18473,0,3,112,34553,4,8,156,52933,10,11,-2.0,-0.017699115044247787,-2.0,-5
A-3cc791,2024-02-29,42,17041,4,4,82,30348,9,6,139,47651,13,11,22.0,0.26506024096385544,1.5,-2
A-3cc791,2024-03-31,33,11111,5,3,93,37467,13,8,172,58762,18,13,3.0,0.031914893617021274,1.0,-5
A-3cc791,2024-05-31,33,12453,1,3,66,23564,6,6,148,53912,15,11,16.5,0.2462686567164179,-1.5,-3
A-3cc791,2024-06-30,24,10544,2,3,57,22997,3,5,150,60464,16,13,7.5,0.12931034482758622,1.5,-2
A-3cc791,2024-07-31,15,2928,1,2,72,25925,4,6,147,54077,13,13,-13.5,-0.18493150684931506,-0.5,-4
A-3cc791,2024-08-31,10,2190,0,1,49,15662,3,5,115,39226,9,9,-9.5,-0.19,-1.5,-4
A-3cc791,2024-09-30,7,2604,0,1,32,7722,1,3,89,30719,4,7,-5.5,-0.16666666666666666,-0.5,-2
A-3ce5b8,2024-01-31,44,12237,0,4,87,26261,4,7,141,41315,4,12,22.5,0.2556818181818182,-2.0,-3
A-3ce5b8,2024-03-31,57,12838,6,5,101,25075,6,9,144,39099,10,12,35.0,0.3431372549019608,6.0,-4
A-3ce5b8,2024-04-30,10,2420,0,1,67,15258,6,5,154,41519,10,12,-18.5,-0.27205882352941174,-3.0,-4
A-3ce5b8,2024-05-31,22,10285,0,2,89,25543,6,6,144,40046,7,10,-11.5,-0.12777777777777777,-3.0,-4
A-3ce5b8,2024-06-30,18,8370,0,2,50,21075,0,5,151,46150,6,11,2.0,0.0392156862745098,0.0,-3
A-3ce5b8,2024-07-31,19,4953,0,2,59,23608,0,5,126,38866,6,9,-1.0,-0.016666666666666666,0.0,-3
A-3ce5b8,2024-08-31,17,5467,1,2,54,18790,1,5,143,44333,7,11,-1.5,-0.02727272727272727,1.0,-3
A-3f9cc0,2024-07-31,88,30542,2,3,150,66966,2,5,210,70632,4,7,57.0,0.37748344370860926,2.0,-2
A-3f9cc0,2024-08-31,5,1020,0,1,49,16291,1,4,99,35324,2,8,-17.0,-0.34,-0.5,-3
A-3f9cc0,2024-09-30,61,23505,14,7,110,39796,15,11,160,58829,16,15,36.5,0.32882882882882886,13.5,-4
A-40906c,2024-06-30,22,5715,2,2,110,40720,4,11,156,58836,9,14,-22.0,-0.1981981981981982,1.0,-9
A-40906c,2024-07-31,8,2888,2,1,97,39246,6,10,155,57782,11,14,-36.5,-0.37244897959183676,0.0,-9
A-40906c,2024-08-31,27,13963,0,2,57,22566,4,5,162,66266,7,14,12.0,0.20689655172413793,-2.0,-3
A-40906c,2024-09-30,13,3549,0,1,48,20400,2,4,158,61120,6,14,-4.5,-0.09183673469387756,-1.0,-3
A-40906c,2024-10-31,36,13331,2,3,76,30843,2,5,173,70089,8,14,16.0,0.2077922077922078,2.0,-2
A-40906c,2024-11-30,9,1485,0,1,58,18365,2,4,115,40931,6,8,-15.5,-0.2627118644067797,-1.0,-3
A-40906c,2024-12-31,28,6208,1,3,73,21024,3,6,121,41424,5,8,5.5,0.07432432432432433,0.0,-3
A-40de06,2023-07-31,72,14651,0,7,167,40681,8,15,242,63520,11,19,24.5,0.14583333333333334,-4.0,-8
A-40de06,2023-08-31,52,24601,4,5,164,44494,7,15,278,83707,12,21,-4.0,-0.024242424242424242,2.5,-10
A-40de06,2023-09-30,68,22854,6,6,192,62106,10,15,324,99884,18,23,6.0,0.031088082901554404,4.0,-9
A-40de06,2023-10-31,34,13776,1,3,154,61231,11,11,321,101912,19,22,-26.0,-0.16774193548387098,-4.0,-8
A-40de06,2023-11-30,35,9526,3,4,137,46156,10,12,301,90650,17,23,-16.0,-0.11594202898550725,-0.5,-8
A-40de06,2023-12-31,39,14422,6,4,108,37724,10,9,300,99830,20,21,4.5,0.04128440366972477,4.0,-5
A-40de06,2024-01-31,15,2238,0,2,89,26186,9,9,243,87417,20,17,-22.0,-0.24444444444444444,-4.5,-7
A-40de06,2024-02-29,57,9419,2,6,111,26079,8,10,248,72235,18,19,30.0,0.26785714285714285,-1.0,-4
A-40de06,2024-03-31,45,15296,2,4,117,26953,4,12,225,64677,14,18,9.0,0.07627118644067797,1.0,-8
A-40de06,2024-05-31,55,19870,0,5,100,35166,2,9,211,61245,10,18,32.5,0.3217821782178218,-1.0,-4
A-40de06,2024-06-30,21,10348,1,2,76,30218,1,7,193,57171,5,17,-6.5,-0.08441558441558442,1.0,-5
A-40de06,2024-07-31,42,11842,2,4,118,42060,3,11,220,66775,7,18,4.0,0.03361344537815126,1.5,-7
A-40de06,2024-08-31,19,6079,0,2,82,28269,3,8,182,63435,5,15,-12.5,-0.15060240963855423,-1.5,-6
A-40de06,2024-09-30,32,4936,1,4,93,22857,3,10,169,53075,4,16,1.5,0.015957446808510637,0.0,-6
A-40de06,2024-10-31,42,5644,2,3,93,16659,3,8,211,58719,6,18,16.5,0.17553191489361702,1.5,-5
A-40de06,2024-11-30,43,17199,0,4,117,27779,3,10,199,56048,6,18,6.0,0.05084745762711865,-1.5,-6
A-40de06,2024-12-31,61,15830,2,7,146,38673,4,14,239,61530,7,20,18.5,0.12585034013605442,1.0,-7
A-410e86,2024-12-31,11,5951,1,1,27,12104,2,2,56,23956,5,5,3.0,0.10714285714285714,0.5,-1
A-417d2f,2023-08-31,20,6504,1,2,113,32150,3,10,163,45159,9,14,-26.5,-0.2324561403508772,0.0,-8
A-417d2f,2023-09-30,31,11601,3,4,117,37763,4,11,194,56760,12,17,-12.0,-0.1016949152542373,2.5,-7
A-417d2f,2023-10-31,24,7434,0,2,75,25539,4,7,200,60160,9,17,-1.5,-0.019736842105263157,-2.0,-5
A-417d2f,2023-11-30,29,11388,0,3,84,30423,3,8,197,62573,6,16,1.5,0.01764705882352941,-1.5,-5
A-417d2f,2023-12-31,12,1512,0,1,65,20334,0,6,182,58097,4,15,-14.5,-0.2196969696969697,0.0,-5
A-417d2f,2024-02-29,52,14618,2,5,64,16130,2,6,148,46553,5,12,46.0,0.7076923076923077,2.0,-1
A-417d2f,2024-03-31,32,5949,0,3,84,20567,2,8,149,40901,2,12,6.0,0.07058823529411765,-1.0,-5
A-417d2f,2024-04-30,49,10037,4,4,133,30604,6,11,174,43504,6,13,7.0,0.05223880597014925,3.0,-7
A-417d2f,2024-05-31,19,7425,0,2,100,23411,4,7,164,39541,6,12,-21.5,-0.21287128712871287,-2.0,-5
A-425e76,2023-08-31,54,24588,0,2,174,58896,0,6,408,112971,12,11,-6.0,-0.03428571428571429,0.0,-4
A-425e76,2023-09-30,92,27510,4,5,128,43902,4,7,322,88642,8,14,74.0,0.5736434108527132,4.0,-2
A-427b69,2024-11-30,38,14019,6,4,38,14019,6,4,144,45587,14,13,38.0,0.9743589743589743,6.0,0
A-427b69,2024-12-31,41,10270,5,5,79,24289,11,9,154,45617,15,15,22.0,0.275,2.0,-4
A-42b791,2024-07-31,19,5117,0,2,52,9015,0,5,80,16209,0,8,2.5,0.04716981132075472,0.0,-3
A-42b791,2024-09-30,13,3484,0,1,32,8601,0,3,75,13159,0,7,3.5,0.10606060606060606,0.0,-2
A-42b791,2024-10-31,10,5130,0,1,23,8614,0,2,75,17629,0,6,3.5,0.14583333333333334,0.0,-1
A-42b791,2024-11-30,11,3087,1,2,34,11701,1,4,86,20716,1,8,-0.5,-0.014285714285714285,1.0,-2
A-42e5e1,2024-08-31,24,5320,5,3,69,15034,8,6,107,27874,10,9,1.5,0.02142857142857143,3.5,-3
A-432483,2023-06-30,31,8407,1,3,38,12159,3,4,87,23384,8,6,27.5,0.7051282051282052,0.0,-1
A-432483,2023-08-31,18,7992,0,2,49,16399,1,5,75,27016,7,8,2.5,0.05,-0.5,-3
A-432483,2023-11-30,13,2355,3,2,13,2355,3,2,62,18754,4,7,13.0,0.9285714285714286,3.0,0
A-432483,2023-12-31,24,7157,2,3,37,9512,5,5,55,17504,5,7,17.5,0.4605263157894737,0.5,-2
A-432483,2024-01-31,23,8904,1,2,60,18416,6,7,78,26408,6,9,4.5,0.07377049180327869,-1.5,-5
A-432483,2024-02-29,9,4293,3,1,56,20354,6,6,69,22709,9,8,-14.5,-0.2543859649122807,1.5,-5
A-432483,2024-03-31,62,23875,1,5,94,37072,5,7,131,46584,10,12,46.0,0.4842105263157895,-1.0,-2
A-432483,2024-04-30,13,5421,0,1,84,33589,4,7,144,52005,10,12,-22.5,-0.2647058823529412,-2.0,-6
A-432483,2024-05-31,32,12904,3,3,107,42200,4,9,163,62554,10,12,-5.5,-0.05092592592592592,2.5,-6
A-432483,2024-06-30,23,8288,0,2,68,26613,3,6,162,63685,8,12,0.5,0.007246376811594203,-1.5,-4
A-432483,2024-07-31,33,14236,2,2,88,35428,5,7,172,69017,9,13,5.5,0.06179775280898876,0.5,-5
A-432483,2024-08-31,10,4460,0,1,66,26984,2,5,173,69184,6,12,-18.0,-0.26865671641791045,-1.0,-4
A-432483,2024-09-30,21,5887,1,2,64,24583,3,5,132,51196,6,10,-0.5,-0.007692307692307693,0.0,-3
A-432483,2024-10-31,17,3819,1,2,48,14166,2,5,136,49594,7,11,1.5,0.030612244897959183,0.5,-3
A-432483,2024-11-30,42,14885,0,4,80,24591,2,8,146,51575,4,12,23.0,0.2839506172839506,-1.0,-4
A-432483,2024-12-31,24,3600,3,2,83,22304,4,8,147,46887,7,12,-5.5,-0.06547619047619048,2.5,-6
A-439b2f,2024-05-31,14,3878,2,1,52,12862,4,3,52,12862,4,3,-5.0,-0.09433962264150944,1.0,-2
A-43a9e3,2023-10-31,9,3771,0,1,9,3771,0,1,47,17376,0,5,9.0,0.9,0.0,0
A-43a9e3,2023-12-31,16,4624,0,1,25,8395,0,2,39,11853,0,3,11.5,0.4423076923076923,0.0,-1
A-43a9e3,2024-01-31,26,4977,3,2,42,9601,3,3,51,13372,3,4,18.0,0.4186046511627907,3.0,-1
A-43a9e3,2024-02-29,25,9147,0,2,67,18748,3,5,76,22519,3,6,4.0,0.058823529411764705,-1.5,-3
A-43a9e3,2024-03-31,9,3006,0,2,60,17130,3,6,85,25525,3,8,-16.5,-0.27049180327868855,-1.5,-4
A-43a9e3,2024-04-30,16,4792,3,2,50,16945,3,6,92,26546,6,9,-1.0,-0.0196078431372549,3.0,-4
A-43a9e3,2024-06-30,2,456,0,1,18,5248,3,3,78,22378,6,9,-6.0,-0.3157894736842105,-1.5,-2
A-43a9e3,2024-07-31,13,3744,1,1,15,4200,1,2,65,21145,4,8,12.0,0.75,1.0,-1
A-43a9e3,2024-08-31,31,9445,3,3,46,13645,4,5,71,21443,7,9,23.5,0.5,2.5,-2
A-43a9e3,2024-09-30,38,8492,0,3,82,21681,4,7,100,26929,7,10,16.0,0.1927710843373494,-2.0,-4
A-43a9e3,2024-10-31,11,847,1,1,80,18784,4,7,95,22984,5,9,-23.5,-0.29012345679012347,-0.5,-6
A-43a9e3,2024-11-30,15,4103,0,1,64,13442,1,5,110,27087,5,10,-9.5,-0.14615384615384616,-0.5,-4
A-43a9e3,2024-12-31,12,3900,2,1,38,8850,3,3,120,30531,7,10,-1.0,-0.02564102564102564,1.5,-2
A-4437e4,2023-12-31,36,12569,2,4,84,21182,7,10,162,41946,11,16,12.0,0.1411764705882353,-0.5,-6
A-4437e4,2024-01-31,19,3778,3,2,82,17603,6,8,147,39163,12,15,-12.5,-0.15060240963855423,1.5,-6
A-4437e4,2024-02-29,22,8506,0,2,77,24853,5,7,160,42584,10,15,-5.5,-0.07051282051282051,-2.5,-5
A-4437e4,2024-03-31,30,9006,0,4,71,21290,3,8,155,42472,10,16,9.5,0.13194444444444445,-1.5,-4
A-4437e4,2024-04-30,34,12394,1,3,86,29906,1,9,168,47509,7,16,8.0,0.09195402298850575,1.0,-6
A-4437e4,2024-05-31,23,5045,1,3,87,26445,2,9,164,51298,7,15,-9.0,-0.10227272727272728,0.5,-6
A-443b7c,2024-10-31,21,4776,0,2,123,30419,2,11,162,42345,3,13,-30.0,-0.24193548387096775,-1.0,-9
A-443b7c,2024-11-30,37,11239,0,4,75,21270,2,8,185,48558,2,15,18.0,0.23684210526315788,-1.0,-4
A-443b7c,2024-12-31,36,14925,1,4,94,30940,1,8,196,56583,3,16,7.0,0.07368421052631578,1.0,-4
A-44dc83,2024-07-31,13,4485,0,1,56,17745,2,5,74,23933,2,6,-8.5,-0.14912280701754385,-1.0,-4
A-44dc83,2024-09-30,24,9711,1,2,37,14196,1,3,80,27456,3,7,17.5,0.4605263157894737,1.0,-1
A-44dc83,2024-10-31,12,3348,0,1,36,13059,1,3,92,30804,3,8,0.0,0.0,-0.5,-2
A-45ce7a,2023-09-30,8,2184,0,1,50,14420,3,4,58,15276,3,5,-13.0,-0.2549019607843137,-1.5,-3
A-45ce7a,2023-10-31,9,4518,1,1,31,11308,1,3,59,18938,4,5,-2.0,-0.0625,1.0,-2
A-45ce7a,2023-11-30,25,8362,4,2,42,15064,5,4,84,27300,8,7,16.5,0.38372093023255816,3.5,-2
A-45ce7a,2023-12-31,25,6395,0,3,59,19275,5,6,109,33695,8,10,8.0,0.13333333333333333,-2.5,-3
A-45ce7a,2024-01-31,8,2064,1,1,58,16821,5,6,89,28129,6,9,-17.0,-0.288135593220339,-1.0,-5
A-45ce7a,2024-02-29,14,5880,4,1,47,14339,5,5,89,29403,10,8,-2.5,-0.052083333333333336,3.5,-4
A-45ce7a,2024-03-31,42,17295,1,3,64,25239,6,5,123,44514,11,10,31.0,0.47692307692307695,-1.5,-2
A-45ce7a,2024-04-30,38,9609,4,3,94,32784,9,6,152,49605,14,11,10.0,0.10526315789473684,1.5,-3
A-45ce7a,2024-05-31,29,3497,0,2,109,30401,5,5,156,44740,10,10,-11.0,-0.1,-2.5,-3
A-462d45,2024-02-29,21,3276,0,1,88,20907,0,8,142,32882,5,12,-12.5,-0.1404494382022472,0.0,-7
A-462d45,2024-03-31,16,4570,2,2,55,10558,2,5,122,28474,2,11,-3.5,-0.0625,2.0,-3
A-462d45,2024-04-30,38,7650,1,4,75,15496,3,7,160,36124,3,13,19.5,0.2565789473684211,0.0,-3
A-474ad4,2024-01-31,24,6402,6,3,72,23838,12,9,148,52220,24,15,0.0,0.0,3.0,-6
A-474ad4,2024-02-29,13,4381,0,1,55,17803,7,6,124,44912,18,13,-8.0,-0.14285714285714285,-3.5,-5
A-474ad4,2024-03-31,9,891,0,1,46,11674,6,5,133,45803,18,14,-9.5,-0.20212765957446807,-3.0,-4
A-474ad4,2024-04-30,13,2698,4,2,35,7970,4,4,107,31808,16,13,2.0,0.05555555555555555,4.0,-2
A-474ad4,2024-05-31,53,15489,4,5,75,19078,8,7,130,36881,15,12,42.0,0.5526315789473685,2.0,-2
A-474ad4,2024-06-30,8,1360,0,1,74,19547,8,8,120,31221,14,12,-25.0,-0.3333333333333333,-4.0,-7
A-474ad4,2024-07-31,37,18316,2,4,98,35165,6,8,133,43135,10,11,6.5,0.06565656565656566,0.0,-4
A-474ad4,2024-08-31,30,5189,1,3,75,24865,3,7,150,43943,11,12,7.5,0.09868421052631579,0.0,-4
A-474ad4,2024-09-30,78,18948,2,7,145,42453,5,12,219,62000,13,16,44.5,0.3047945205479452,0.5,-5
A-474ad4,2024-10-31,26,10446,2,3,134,34583,5,12,232,69748,11,17,-28.0,-0.2074074074074074,0.5,-9
A-474ad4,2024-11-30,40,9993,1,5,144,39387,5,14,219,64252,8,19,-12.0,-0.08275862068965517,-1.0,-9
A-474ad4,2024-12-31,11,4224,0,1,77,24663,3,9,222,67116,8,20,-22.0,-0.28205128205128205,-1.5,-8
A-4814a3,2024-10-31,32,8726,2,3,57,17871,2,5,105,29144,4,10,19.5,0.33620689655172414,2.0,-2
A-484819,2023-03-31,76,27084,4,3,170,58572,12,7,170,58572,12,7,29.0,0.1695906432748538,0.0,-4
A-484819,2023-04-30,54,19728,6,2,146,53260,10,6,224,78300,18,9,8.0,0.05442176870748299,4.0,-4
A-484819,2023-05-31,36,8964,0,2,166,55776,10,7,260,87264,18,10,-29.0,-0.17365269461077845,-5.0,-5
A-484819,2023-08-31,11,5346,1,1,11,5346,1,1,94,33234,6,8,11.0,0.9166666666666666,1.0,0
A-484819,2023-09-30,7,651,3,1,18,5997,4,2,63,20343,7,6,1.5,0.07894736842105263,2.5,-1
A-484819,2023-10-31,6,1590,0,1,24,7587,4,3,42,12069,4,5,-3.0,-0.12,-2.0,-2
A-484819,2023-11-30,20,9815,1,2,33,12056,4,4,44,17402,5,5,13.5,0.39705882352941174,-0.5,-2
A-49b828,2023-06-30,20,3490,0,2,97,20698,8,8,216,56683,18,16,-18.5,-0.18877551020408162,-4.0,-6
A-49b828,2023-07-31,13,3745,0,2,70,14864,3,5,182,45157,16,12,-15.5,-0.21830985915492956,-1.5,-3
A-49b828,2023-08-31,18,1836,1,2,51,9071,1,6,168,40459,14,13,1.5,0.028846153846153848,1.0,-4
A-49b828,2023-09-30,23,6267,3,3,54,11848,4,6,151,32546,12,11,7.5,0.13636363636363635,2.5,-3
A-49b828,2023-10-31,21,7357,3,2,62,15460,7,6,132,30324,10,11,0.5,0.007936507936507936,1.0,-4
A-49b828,2023-11-30,31,7846,0,3,75,21470,6,8,126,30541,7,13,9.0,0.11842105263157894,-3.0,-5
A-49b828,2023-12-31,57,13454,4,4,109,28657,7,8,163,40505,11,14,31.0,0.2818181818181818,2.5,-4
A-49b828,2024-01-31,24,4920,1,2,112,26220,5,8,174,41680,12,14,-20.0,-0.17699115044247787,-1.0,-6
A-49b828,2024-02-29,14,3542,0,2,95,21916,5,8,170,43386,11,15,-26.5,-0.2760416666666667,-2.5,-6
A-49b828,2024-04-30,15,6761,0,2,29,10303,0,4,141,36523,5,12,8.0,0.26666666666666666,0.0,-2
A-49b828,2024-05-31,56,16173,5,5,71,22934,5,7,166,44850,10,13,48.5,0.6736111111111112,5.0,-2
A-49b828,2024-06-30,37,11533,1,3,108,34467,6,9,146,42929,7,12,1.5,0.013761467889908258,-1.5,-6
A-49b828,2024-07-31,39,11054,2,4,132,38760,8,11,161,49063,8,14,-7.5,-0.05639097744360902,-1.0,-7
A-49b828,2024-08-31,13,702,0,1,89,23289,3,8,160,46223,8,14,-25.0,-0.2777777777777778,-1.5,-7
A-49b828,2024-09-30,26,3895,3,2,78,15651,5,7,186,50118,11,14,0.0,0.0,2.0,-5
A-49b828,2024-10-31,38,16525,4,3,77,21122,7,6,209,59882,15,14,18.5,0.23717948717948717,2.5,-3
A-49b828,2024-11-30,35,9973,0,3,99,30393,7,8,188,53682,10,12,3.0,0.03,-3.5,-5
A-49b828,2024-12-31,11,4917,0,1,84,31415,4,6,162,47066,9,11,-25.5,-0.3,-2.0,-5
A-4a4c2d,2023-08-31,29,9371,0,3,92,27787,6,9,160,50032,7,14,-2.5,-0.026881720430107527,-3.0,-6
A-4a4c2d,2023-09-30,65,14906,6,5,125,35443,11,11,206,57473,13,16,35.0,0.2777777777777778,3.5,-6
A-4a4c2d,2023-10-31,26,5870,3,3,120,30147,9,10,206,55146,15,17,-21.0,-0.17355371900826447,0.0,-7
A-4a4c2d,2023-12-31,31,9397,1,2,57,15267,4,4,182,50710,15,14,18.0,0.3103448275862069,-0.5,-2
A-4a4c2d,2024-01-31,43,16361,2,4,74,25758,3,6,194,55905,12,13,27.5,0.36666666666666664,1.5,-2
A-4c38bc,2024-05-31,49,14760,4,6,78,17195,5,7,155,42190,9,13,34.5,0.43670886075949367,3.5,-1
A-4c38bc,2024-06-30,46,13059,0,4,95,27819,4,9,184,46710,9,14,21.5,0.22395833333333334,-2.0,-5
A-4c38bc,2024-07-31,55,17771,0,5,150,45590,4,13,211,52773,7,17,7.5,0.04966887417218543,-2.0,-8
A-4c38bc,2024-08-31,36,11668,2,4,137,42498,2,13,215,59693,7,17,-14.5,-0.10507246376811594,2.0,-9
A-4c38bc,2024-09-30,32,11227,1,4,123,40666,3,12,218,68485,7,20,-13.5,-0.10887096774193548,0.0,-8
A-4c38bc,2024-10-31,10,1020,0,1,78,23915,3,8,228,69505,7,21,-24.0,-0.3037974683544304,-1.5,-7
A-4c38bc,2024-11-30,20,9166,1,2,62,21413,2,7,199,63911,4,19,-1.0,-0.015873015873015872,0.5,-5
A-4c38bc,2024-12-31,76,31598,2,8,106,41784,3,11,229,82450,6,20,61.0,0.5700934579439252,1.5,-3
A-4c6f11,2024-04-30,26,1014,0,1,78,18638,0,4,136,39446,0,7,0.0,0.0,0.0,-3
A-4c6f11,2024-05-31,28,8876,0,1,106,27514,0,4,138,36206,0,6,-11.0,-0.102803738317757,0.0,-3
A-4c6f11,2024-06-30,15,2550,0,1,42,7495,0,3,84,20653,0,7,1.5,0.03488372093023256,0.0,-2
A-4c6f11,2024-07-31,24,10371,0,2,53,17359,0,4,92,26678,0,7,9.5,0.17592592592592593,0.0,-2
A-4c6f11,2024-08-31,11,2431,0,1,50,15352,0,4,103,29109,0,8,-8.5,-0.16666666666666666,0.0,-3
A-4e44e8,2024-09-30,43,10838,7,3,109,24465,11,7,273,80599,20,20,10.0,0.09090909090909091,5.0,-4
A-4e631b,2024-04-30,42,8890,2,4,95,24666,4,9,158,35966,8,13,15.5,0.16145833333333334,1.0,-5
A-4e631b,2024-05-31,31,10506,1,3,119,33163,5,11,189,46472,9,15,-13.0,-0.10833333333333334,-1.0,-8
A-4e631b,2024-06-30,68,21246,8,7,141,40642,11,13,244,64169,15,19,31.5,0.22183098591549297,6.5,-6
A-4e631b,2024-07-31,45,16922,3,4,144,48674,12,14,239,73340,16,20,-4.5,-0.03103448275862069,-1.5,-10
